# Time	forces(pressure, viscous) moment(pressure, viscous)
743	(((1.87903e-07 -9.26445e-10 1.12862e-17) (1.01547e-07 -3.72057e-10 1.98034e-12)) ((2.152e-13 2.53339e-13 4.94059e-17) (-1.85775e-13 -1.36529e-13 1.76924e-11)))
744	(((1.87927e-07 -9.34585e-10 -2.79126e-18) (1.01543e-07 -3.71976e-10 2.09669e-12)) ((1.68666e-13 2.83279e-13 4.93602e-17) (-1.79549e-13 -1.40725e-13 1.7689e-11)))
745	(((1.87963e-07 -9.41976e-10 1.09916e-17) (1.01539e-07 -3.71952e-10 1.94004e-12)) ((2.09248e-13 2.48483e-13 4.9293e-17) (-1.83671e-13 -1.35625e-13 1.76852e-11)))
746	(((1.87978e-07 -9.43213e-10 -7.76852e-19) (1.01534e-07 -3.7199e-10 2.07879e-12)) ((1.70369e-13 2.81935e-13 4.92571e-17) (-1.78782e-13 -1.39181e-13 1.76848e-11)))
747	(((1.87961e-07 -9.34973e-10 9.28281e-18) (1.01529e-07 -3.72044e-10 1.98977e-12)) ((2.13587e-13 2.49407e-13 4.92847e-17) (-1.79359e-13 -1.3598e-13 1.76877e-11)))
748	(((1.87918e-07 -9.31599e-10 -1.43139e-18) (1.01524e-07 -3.72035e-10 2.07808e-12)) ((1.68545e-13 2.81437e-13 4.94322e-17) (-1.7622e-13 -1.39103e-13 1.76903e-11)))
749	(((1.87873e-07 -9.2871e-10 1.2289e-17) (1.01521e-07 -3.72023e-10 1.96693e-12)) ((2.12347e-13 2.51101e-13 4.95136e-17) (-1.83337e-13 -1.35111e-13 1.76913e-11)))
750	(((1.87853e-07 -9.28555e-10 -2.31635e-18) (1.01517e-07 -3.71984e-10 2.10248e-12)) ((1.66166e-13 2.83617e-13 4.948e-17) (-1.78348e-13 -1.4062e-13 1.76912e-11)))
751	(((1.87866e-07 -9.32642e-10 1.25348e-17) (1.01514e-07 -3.7195e-10 1.91766e-12)) ((2.11591e-13 2.48557e-13 4.95581e-17) (-1.86038e-13 -1.3598e-13 1.76885e-11)))
752	(((1.879e-07 -9.35389e-10 -7.98317e-21) (1.0151e-07 -3.71976e-10 2.06923e-12)) ((1.67972e-13 2.81807e-13 4.93135e-17) (-1.80398e-13 -1.3973e-13 1.76859e-11)))
753	(((1.87925e-07 -9.40872e-10 9.51403e-18) (1.01506e-07 -3.71963e-10 1.98536e-12)) ((2.11947e-13 2.48409e-13 4.92627e-17) (-1.79902e-13 -1.36139e-13 1.76855e-11)))
754	(((1.8792e-07 -9.39329e-10 -2.19099e-18) (1.01501e-07 -3.71949e-10 2.07812e-12)) ((1.68361e-13 2.81616e-13 4.93717e-17) (-1.75965e-13 -1.39412e-13 1.7686e-11)))
755	(((1.87884e-07 -9.34378e-10 1.19659e-17) (1.01496e-07 -3.71984e-10 1.95763e-12)) ((2.1182e-13 2.50337e-13 4.94255e-17) (-1.81562e-13 -1.35041e-13 1.76884e-11)))
756	(((1.87836e-07 -9.25682e-10 -5.69821e-18) (1.01492e-07 -3.72e-10 2.12827e-12)) ((1.80462e-13 2.91292e-13 4.94132e-17) (-1.77482e-13 -1.40108e-13 1.76921e-11)))
757	(((1.87804e-07 -9.22952e-10 1.017e-17) (1.01489e-07 -3.71968e-10 1.94077e-12)) ((2.17403e-13 2.534e-13 4.95311e-17) (-1.84719e-13 -1.35497e-13 1.76931e-11)))
758	(((1.87807e-07 -9.29392e-10 -3.6541e-19) (1.01486e-07 -3.71925e-10 2.09313e-12)) ((1.71629e-13 2.85536e-13 4.93649e-17) (-1.81226e-13 -1.40402e-13 1.76912e-11)))
759	(((1.87838e-07 -9.37012e-10 1.01225e-17) (1.01482e-07 -3.71874e-10 1.99023e-12)) ((2.12608e-13 2.5019e-13 4.93386e-17) (-1.82107e-13 -1.37213e-13 1.76877e-11)))
760	(((1.87871e-07 -9.39618e-10 -1.14146e-18) (1.01478e-07 -3.71869e-10 2.06618e-12)) ((1.68549e-13 2.80469e-13 4.92876e-17) (-1.77765e-13 -1.39496e-13 1.76848e-11)))
761	(((1.87878e-07 -9.38609e-10 1.21803e-17) (1.01473e-07 -3.71916e-10 1.93993e-12)) ((2.11591e-13 2.49106e-13 4.93031e-17) (-1.81933e-13 -1.34968e-13 1.76855e-11)))
762	(((1.87852e-07 -9.35778e-10 -3.2806e-18) (1.01469e-07 -3.71906e-10 2.08185e-12)) ((1.66694e-13 2.82373e-13 4.92503e-17) (-1.74758e-13 -1.39192e-13 1.76877e-11)))
763	(((1.87805e-07 -9.30686e-10 1.21723e-17) (1.01464e-07 -3.71911e-10 1.95642e-12)) ((2.06442e-13 2.4748e-13 4.94465e-17) (-1.82378e-13 -1.35138e-13 1.76896e-11)))
764	(((1.87764e-07 -9.27168e-10 9.45725e-19) (1.01461e-07 -3.71886e-10 2.08853e-12)) ((1.67246e-13 2.81767e-13 4.9462e-17) (-1.79872e-13 -1.39376e-13 1.76904e-11)))
765	(((1.87755e-07 -9.2654e-10 1.03227e-17) (1.01458e-07 -3.71865e-10 2.02329e-12)) ((2.11455e-13 2.50181e-13 4.93877e-17) (-1.8357e-13 -1.3792e-13 1.76904e-11)))
766	(((1.87777e-07 -9.30635e-10 -1.70702e-18) (1.01455e-07 -3.7183e-10 2.05696e-12)) ((1.69744e-13 2.81659e-13 4.94896e-17) (-1.81225e-13 -1.40176e-13 1.76873e-11)))
767	(((1.87814e-07 -9.38873e-10 1.11606e-17) (1.01451e-07 -3.71815e-10 1.96622e-12)) ((2.11817e-13 2.49587e-13 4.92878e-17) (-1.85248e-13 -1.35966e-13 1.76842e-11)))
768	(((1.87831e-07 -9.41543e-10 -3.64124e-18) (1.01447e-07 -3.71834e-10 2.10401e-12)) ((1.6323e-13 2.80985e-13 4.92474e-17) (-1.75871e-13 -1.39864e-13 1.76843e-11)))
769	(((1.87815e-07 -9.35143e-10 1.12373e-17) (1.01442e-07 -3.71813e-10 1.91458e-12)) ((2.0409e-13 2.44759e-13 4.93579e-17) (-1.80311e-13 -1.34494e-13 1.76865e-11)))
770	(((1.87772e-07 -9.26789e-10 -1.29913e-18) (1.01438e-07 -3.71868e-10 2.09573e-12)) ((1.71572e-13 2.83974e-13 4.93493e-17) (-1.77882e-13 -1.39214e-13 1.76899e-11)))
771	(((1.87728e-07 -9.23325e-10 1.0421e-17) (1.01434e-07 -3.71843e-10 1.99378e-12)) ((2.10808e-13 2.49546e-13 4.93965e-17) (-1.79939e-13 -1.3602e-13 1.76923e-11)))
772	(((1.87707e-07 -9.2687e-10 -4.27757e-19) (1.01431e-07 -3.71786e-10 2.06096e-12)) ((1.70099e-13 2.82033e-13 4.9479e-17) (-1.79501e-13 -1.39851e-13 1.76912e-11)))
773	(((1.87721e-07 -9.33914e-10 1.28031e-17) (1.01428e-07 -3.71769e-10 1.9584e-12)) ((2.10211e-13 2.51069e-13 4.93423e-17) (-1.84504e-13 -1.36723e-13 1.76873e-11)))
774	(((1.87755e-07 -9.38642e-10 -9.39684e-19) (1.01425e-07 -3.71754e-10 2.0741e-12)) ((1.61974e-13 2.7941e-13 4.92987e-17) (-1.77059e-13 -1.40331e-13 1.76845e-11)))
775	(((1.87782e-07 -9.37106e-10 1.08341e-17) (1.01421e-07 -3.71754e-10 1.94063e-12)) ((2.09069e-13 2.48788e-13 4.92913e-17) (-1.81795e-13 -1.35405e-13 1.76828e-11)))
776	(((1.8778e-07 -9.39062e-10 -2.66508e-20) (1.01416e-07 -3.718e-10 2.07019e-12)) ((1.67944e-13 2.81861e-13 4.93149e-17) (-1.76668e-13 -1.39169e-13 1.76838e-11)))
777	(((1.87745e-07 -9.34509e-10 1.14091e-17) (1.01412e-07 -3.71789e-10 1.97253e-12)) ((2.09137e-13 2.47505e-13 4.93297e-17) (-1.7803e-13 -1.35836e-13 1.76862e-11)))
778	(((1.87697e-07 -9.2864e-10 -4.8372e-19) (1.01408e-07 -3.71773e-10 2.07595e-12)) ((1.67252e-13 2.82091e-13 4.94994e-17) (-1.75308e-13 -1.39494e-13 1.76879e-11)))
779	(((1.87664e-07 -9.24979e-10 1.5106e-17) (1.01405e-07 -3.71772e-10 1.93284e-12)) ((2.0608e-13 2.4671e-13 4.94552e-17) (-1.8332e-13 -1.35265e-13 1.76891e-11)))
780	(((1.87664e-07 -9.24411e-10 -9.85448e-19) (1.01402e-07 -3.71747e-10 2.06054e-12)) ((1.61213e-13 2.7975e-13 4.92916e-17) (-1.77683e-13 -1.40008e-13 1.76886e-11)))
781	(((1.87695e-07 -9.32971e-10 1.26425e-17) (1.01399e-07 -3.71674e-10 1.91045e-12)) ((2.08157e-13 2.46884e-13 4.94261e-17) (-1.85165e-13 -1.35691e-13 1.76847e-11)))
782	(((1.8773e-07 -9.40831e-10 4.01156e-19) (1.01395e-07 -3.71693e-10 2.05841e-12)) ((1.68781e-13 2.81247e-13 4.9271e-17) (-1.79608e-13 -1.39284e-13 1.76817e-11)))
783	(((1.8774e-07 -9.41227e-10 1.00744e-17) (1.01391e-07 -3.71702e-10 1.9981e-12)) ((2.08301e-13 2.48498e-13 4.92416e-17) (-1.78936e-13 -1.36718e-13 1.76823e-11)))
784	(((1.87713e-07 -9.31318e-10 -1.80518e-18) (1.01386e-07 -3.71708e-10 2.07835e-12)) ((1.72673e-13 2.83891e-13 4.93685e-17) (-1.76552e-13 -1.39677e-13 1.76847e-11)))
785	(((1.87667e-07 -9.25637e-10 1.12303e-17) (1.01382e-07 -3.7172e-10 1.97298e-12)) ((2.13335e-13 2.52431e-13 4.93198e-17) (-1.82361e-13 -1.35509e-13 1.76875e-11)))
786	(((1.87628e-07 -9.25191e-10 -5.38257e-19) (1.01379e-07 -3.71695e-10 2.09464e-12)) ((1.63817e-13 2.8104e-13 4.93949e-17) (-1.78343e-13 -1.39891e-13 1.76892e-11)))
787	(((1.87616e-07 -9.27765e-10 1.14256e-17) (1.01377e-07 -3.71654e-10 1.9167e-12)) ((2.08584e-13 2.48173e-13 4.94842e-17) (-1.84856e-13 -1.35554e-13 1.76882e-11)))
788	(((1.87638e-07 -9.3379e-10 -5.96759e-19) (1.01374e-07 -3.71632e-10 2.06666e-12)) ((1.68587e-13 2.81694e-13 4.93312e-17) (-1.81813e-13 -1.39962e-13 1.76848e-11)))
789	(((1.87675e-07 -9.36732e-10 9.91466e-18) (1.0137e-07 -3.71625e-10 1.98921e-12)) ((2.10077e-13 2.48149e-13 4.92102e-17) (-1.81736e-13 -1.36861e-13 1.76832e-11)))
790	(((1.87695e-07 -9.37424e-10 -9.67515e-19) (1.01366e-07 -3.71604e-10 2.0366e-12)) ((1.66898e-13 2.7894e-13 4.92645e-17) (-1.76815e-13 -1.38879e-13 1.76824e-11)))
791	(((1.87683e-07 -9.36317e-10 1.3065e-17) (1.01362e-07 -3.71623e-10 1.92542e-12)) ((2.10333e-13 2.49e-13 4.92864e-17) (-1.81163e-13 -1.35152e-13 1.7684e-11)))
792	(((1.87642e-07 -9.3151e-10 -1.92854e-18) (1.01358e-07 -3.71639e-10 2.04625e-12)) ((1.63551e-13 2.79929e-13 4.92662e-17) (-1.73966e-13 -1.38819e-13 1.76872e-11)))
793	(((1.87595e-07 -9.2524e-10 1.19774e-17) (1.01354e-07 -3.71619e-10 1.91613e-12)) ((2.05652e-13 2.46347e-13 4.94887e-17) (-1.81551e-13 -1.34497e-13 1.76894e-11)))
794	(((1.87571e-07 -9.23904e-10 -3.58287e-19) (1.01352e-07 -3.71632e-10 2.0751e-12)) ((1.6817e-13 2.82044e-13 4.93582e-17) (-1.80005e-13 -1.39581e-13 1.76912e-11)))
795	(((1.87583e-07 -9.27877e-10 1.18906e-17) (1.01349e-07 -3.71585e-10 1.92945e-12)) ((2.06137e-13 2.44762e-13 4.92343e-17) (-1.8155e-13 -1.36111e-13 1.76901e-11)))
796	(((1.87618e-07 -9.35184e-10 -5.53564e-19) (1.01346e-07 -3.71508e-10 2.02765e-12)) ((1.66202e-13 2.79534e-13 4.93596e-17) (-1.7828e-13 -1.39661e-13 1.76863e-11)))
797	(((1.87648e-07 -9.40702e-10 1.31326e-17) (1.01342e-07 -3.71536e-10 1.92182e-12)) ((2.07151e-13 2.47184e-13 4.92449e-17) (-1.82104e-13 -1.34991e-13 1.76854e-11)))
798	(((1.87649e-07 -9.39305e-10 -3.37497e-18) (1.01338e-07 -3.71555e-10 2.07996e-12)) ((1.61487e-13 2.81019e-13 4.91514e-17) (-1.73614e-13 -1.39391e-13 1.7687e-11)))
799	(((1.87614e-07 -9.29051e-10 1.00634e-17) (1.01334e-07 -3.71551e-10 1.9567e-12)) ((2.14262e-13 2.52602e-13 4.93006e-17) (-1.81524e-13 -1.35512e-13 1.76895e-11)))
800	(((1.87566e-07 -9.23474e-10 1.99033e-21) (1.0133e-07 -3.71546e-10 2.08307e-12)) ((1.71007e-13 2.84543e-13 4.9235e-17) (-1.77647e-13 -1.39266e-13 1.76917e-11)))
801	(((1.87534e-07 -9.24488e-10 1.18881e-17) (1.01327e-07 -3.71519e-10 1.98293e-12)) ((2.11376e-13 2.49495e-13 4.93535e-17) (-1.81011e-13 -1.36872e-13 1.76925e-11)))
802	(((1.87533e-07 -9.28562e-10 -3.61405e-19) (1.01325e-07 -3.71468e-10 2.03075e-12)) ((1.68856e-13 2.81387e-13 4.93865e-17) (-1.80818e-13 -1.39805e-13 1.769e-11)))
803	(((1.87562e-07 -9.34932e-10 1.28087e-17) (1.01322e-07 -3.71432e-10 1.92708e-12)) ((2.11227e-13 2.49075e-13 4.92665e-17) (-1.85548e-13 -1.35848e-13 1.76861e-11)))
804	(((1.87598e-07 -9.36675e-10 -2.49819e-18) (1.01319e-07 -3.71428e-10 2.09952e-12)) ((1.65313e-13 2.82701e-13 4.91726e-17) (-1.77706e-13 -1.40295e-13 1.7684e-11)))
805	(((1.8761e-07 -9.36945e-10 9.54748e-18) (1.01315e-07 -3.71446e-10 1.91031e-12)) ((2.1112e-13 2.4918e-13 4.92747e-17) (-1.81005e-13 -1.34675e-13 1.7684e-11)))
806	(((1.87588e-07 -9.34419e-10 -1.16147e-18) (1.0131e-07 -3.71449e-10 2.07718e-12)) ((1.69789e-13 2.82195e-13 4.92549e-17) (-1.77497e-13 -1.38961e-13 1.76858e-11)))
807	(((1.87543e-07 -9.29755e-10 1.05873e-17) (1.01307e-07 -3.71473e-10 1.97898e-12)) ((2.08138e-13 2.46636e-13 4.93491e-17) (-1.79111e-13 -1.357e-13 1.76892e-11)))
808	(((1.875e-07 -9.24431e-10 -1.60906e-18) (1.01304e-07 -3.71433e-10 2.06989e-12)) ((1.68931e-13 2.80243e-13 4.94342e-17) (-1.7827e-13 -1.39203e-13 1.76907e-11)))
809	(((1.87487e-07 -9.23627e-10 1.21256e-17) (1.01301e-07 -3.71409e-10 1.94018e-12)) ((2.10426e-13 2.49891e-13 4.92842e-17) (-1.84162e-13 -1.35999e-13 1.76907e-11)))
810	(((1.87507e-07 -9.28401e-10 -3.64967e-18) (1.01299e-07 -3.71379e-10 2.0417e-12)) ((1.65129e-13 2.80737e-13 4.92359e-17) (-1.77206e-13 -1.39914e-13 1.76886e-11)))
811	(((1.87546e-07 -9.3617e-10 1.04773e-17) (1.01296e-07 -3.71321e-10 1.89678e-12)) ((2.0926e-13 2.47356e-13 4.92786e-17) (-1.83162e-13 -1.35121e-13 1.76847e-11)))
812	(((1.87569e-07 -9.40436e-10 -1.10517e-18) (1.01292e-07 -3.71373e-10 2.04777e-12)) ((1.66596e-13 2.80915e-13 4.92326e-17) (-1.76986e-13 -1.38732e-13 1.76839e-11)))
813	(((1.87559e-07 -9.36624e-10 9.08324e-18) (1.01288e-07 -3.7136e-10 1.96619e-12)) ((2.08395e-13 2.4778e-13 4.91442e-17) (-1.77052e-13 -1.35709e-13 1.76861e-11)))
814	(((1.87518e-07 -9.27035e-10 -1.19336e-18) (1.01284e-07 -3.71368e-10 2.05545e-12)) ((1.70072e-13 2.83106e-13 4.93366e-17) (-1.74415e-13 -1.39269e-13 1.76891e-11)))
815	(((1.87472e-07 -9.22967e-10 1.27844e-17) (1.01281e-07 -3.71386e-10 1.93492e-12)) ((2.10717e-13 2.51034e-13 4.92523e-17) (-1.81123e-13 -1.34931e-13 1.76922e-11)))
816	(((1.87447e-07 -9.23766e-10 -1.74022e-18) (1.01278e-07 -3.71327e-10 2.05676e-12)) ((1.66598e-13 2.82298e-13 4.93656e-17) (-1.77239e-13 -1.39623e-13 1.76932e-11)))
817	(((1.87456e-07 -9.28787e-10 1.28298e-17) (1.01276e-07 -3.71272e-10 1.90361e-12)) ((2.08927e-13 2.47367e-13 4.93361e-17) (-1.85808e-13 -1.35763e-13 1.76905e-11)))
818	(((1.87491e-07 -9.36031e-10 -1.52661e-18) (1.01273e-07 -3.71265e-10 2.07146e-12)) ((1.69697e-13 2.82994e-13 4.91952e-17) (-1.80386e-13 -1.39948e-13 1.76868e-11)))
819	(((1.87523e-07 -9.37754e-10 8.96119e-18) (1.0127e-07 -3.71252e-10 1.98315e-12)) ((2.13088e-13 2.48667e-13 4.9123e-17) (-1.81044e-13 -1.36223e-13 1.76853e-11)))
820	(((1.87526e-07 -9.35706e-10 -2.34221e-18) (1.01266e-07 -3.71281e-10 2.05011e-12)) ((1.65466e-13 2.79373e-13 4.92059e-17) (-1.75913e-13 -1.38858e-13 1.76863e-11)))
821	(((1.87495e-07 -9.32028e-10 1.18047e-17) (1.01262e-07 -3.7128e-10 1.92917e-12)) ((2.10307e-13 2.4819e-13 4.92394e-17) (-1.8198e-13 -1.34696e-13 1.76887e-11)))
822	(((1.87448e-07 -9.26989e-10 -5.23925e-19) (1.01258e-07 -3.71284e-10 2.0766e-12)) ((1.60407e-13 2.79221e-13 4.93366e-17) (-1.76305e-13 -1.39549e-13 1.76917e-11)))
823	(((1.87412e-07 -9.2326e-10 1.0502e-17) (1.01256e-07 -3.71237e-10 1.91717e-12)) ((2.10021e-13 2.48465e-13 4.93842e-17) (-1.83334e-13 -1.35196e-13 1.76933e-11)))
824	(((1.87408e-07 -9.23573e-10 -5.52928e-19) (1.01253e-07 -3.71211e-10 2.06121e-12)) ((1.68207e-13 2.80998e-13 4.93142e-17) (-1.81628e-13 -1.39753e-13 1.76924e-11)))
825	(((1.87437e-07 -9.29602e-10 1.00924e-17) (1.01251e-07 -3.71187e-10 1.94436e-12)) ((2.07662e-13 2.45385e-13 4.91357e-17) (-1.82386e-13 -1.36402e-13 1.769e-11)))
826	(((1.87475e-07 -9.36445e-10 -2.27158e-18) (1.01248e-07 -3.71136e-10 2.03183e-12)) ((1.68236e-13 2.79435e-13 4.9311e-17) (-1.79355e-13 -1.39099e-13 1.76864e-11)))
827	(((1.87489e-07 -9.38725e-10 1.05659e-17) (1.01244e-07 -3.71153e-10 1.91188e-12)) ((2.09046e-13 2.48391e-13 4.91623e-17) (-1.81505e-13 -1.34334e-13 1.76856e-11)))
828	(((1.87471e-07 -9.35338e-10 -4.87568e-18) (1.0124e-07 -3.71186e-10 2.05423e-12)) ((1.67083e-13 2.8229e-13 4.91249e-17) (-1.7386e-13 -1.38659e-13 1.76878e-11)))
829	(((1.87425e-07 -9.24811e-10 8.61246e-18) (1.01237e-07 -3.71162e-10 1.93579e-12)) ((2.15092e-13 2.52804e-13 4.92968e-17) (-1.81171e-13 -1.34776e-13 1.76902e-11)))
830	(((1.87383e-07 -9.21286e-10 7.21828e-19) (1.01234e-07 -3.71169e-10 2.08012e-12)) ((1.69779e-13 2.83365e-13 4.92171e-17) (-1.79395e-13 -1.39579e-13 1.76924e-11)))
831	(((1.87368e-07 -9.24028e-10 1.11048e-17) (1.01231e-07 -3.71117e-10 1.96896e-12)) ((2.11075e-13 2.48615e-13 4.93009e-17) (-1.82184e-13 -1.36867e-13 1.76924e-11)))
832	(((1.87386e-07 -9.29423e-10 -2.09628e-18) (1.01229e-07 -3.71057e-10 2.00826e-12)) ((1.69328e-13 2.81323e-13 4.93665e-17) (-1.81035e-13 -1.39206e-13 1.76885e-11)))
833	(((1.87424e-07 -9.36593e-10 1.1074e-17) (1.01226e-07 -3.71069e-10 1.92796e-12)) ((2.1247e-13 2.49861e-13 4.9245e-17) (-1.84686e-13 -1.35476e-13 1.76856e-11)))
834	(((1.8745e-07 -9.36773e-10 -4.0189e-18) (1.01223e-07 -3.71064e-10 2.07863e-12)) ((1.64996e-13 2.81526e-13 4.91347e-17) (-1.75931e-13 -1.39212e-13 1.76845e-11)))
835	(((1.87443e-07 -9.33228e-10 1.12333e-17) (1.01219e-07 -3.71088e-10 1.9201e-12)) ((2.08393e-13 2.48091e-13 4.9227e-17) (-1.81321e-13 -1.35087e-13 1.76856e-11)))
836	(((1.87404e-07 -9.29356e-10 -1.30776e-18) (1.01215e-07 -3.71106e-10 2.0639e-12)) ((1.70641e-13 2.82561e-13 4.9327e-17) (-1.76772e-13 -1.38799e-13 1.76882e-11)))
837	(((1.87358e-07 -9.248e-10 9.9969e-18) (1.01212e-07 -3.71085e-10 1.98438e-12)) ((2.07761e-13 2.47138e-13 4.93257e-17) (-1.79515e-13 -1.35792e-13 1.7691e-11)))
838	(((1.8733e-07 -9.23484e-10 -2.84945e-18) (1.0121e-07 -3.71066e-10 2.06164e-12)) ((1.71133e-13 2.8193e-13 4.93789e-17) (-1.79711e-13 -1.39461e-13 1.76922e-11)))
839	(((1.87337e-07 -9.24579e-10 1.03712e-17) (1.01208e-07 -3.71012e-10 1.95609e-12)) ((2.12414e-13 2.50496e-13 4.92446e-17) (-1.85897e-13 -1.36152e-13 1.76905e-11)))
840	(((1.87372e-07 -9.30467e-10 -3.14139e-18) (1.01205e-07 -3.70989e-10 2.05918e-12)) ((1.6495e-13 2.79885e-13 4.9136e-17) (-1.78355e-13 -1.39869e-13 1.7688e-11)))
841	(((1.87406e-07 -9.36842e-10 9.40347e-18) (1.01202e-07 -3.70964e-10 1.92108e-12)) ((2.10804e-13 2.4887e-13 4.92464e-17) (-1.82355e-13 -1.3537e-13 1.76854e-11)))
842	(((1.87411e-07 -9.37605e-10 -1.6675e-18) (1.01198e-07 -3.71002e-10 2.07366e-12)) ((1.6746e-13 2.81363e-13 4.92141e-17) (-1.77501e-13 -1.3915e-13 1.76855e-11)))
843	(((1.87383e-07 -9.32254e-10 9.55606e-18) (1.01195e-07 -3.70996e-10 2.01381e-12)) ((2.07158e-13 2.47882e-13 4.90939e-17) (-1.7891e-13 -1.36389e-13 1.76882e-11)))
844	(((1.87336e-07 -9.22931e-10 -1.64659e-18) (1.01192e-07 -3.70993e-10 2.09043e-12)) ((1.69741e-13 2.82497e-13 4.92835e-17) (-1.76874e-13 -1.39476e-13 1.76908e-11)))
845	(((1.87299e-07 -9.20315e-10 1.2098e-17) (1.01189e-07 -3.7098e-10 1.94755e-12)) ((2.11235e-13 2.50612e-13 4.9135e-17) (-1.8337e-13 -1.3537e-13 1.76927e-11)))
846	(((1.87295e-07 -9.24248e-10 -3.24941e-18) (1.01187e-07 -3.70924e-10 2.07174e-12)) ((1.68505e-13 2.83074e-13 4.92579e-17) (-1.78328e-13 -1.40371e-13 1.76926e-11)))
847	(((1.87321e-07 -9.30689e-10 1.06468e-17) (1.01185e-07 -3.70867e-10 1.91835e-12)) ((2.08466e-13 2.48289e-13 4.93023e-17) (-1.84714e-13 -1.35957e-13 1.76888e-11)))
848	(((1.87359e-07 -9.37504e-10 -1.00924e-18) (1.01182e-07 -3.70888e-10 2.08085e-12)) ((1.6807e-13 2.82055e-13 4.91838e-17) (-1.79892e-13 -1.39767e-13 1.76859e-11)))
849	(((1.87377e-07 -9.36438e-10 8.08551e-18) (1.01178e-07 -3.70893e-10 1.9849e-12)) ((2.12165e-13 2.49168e-13 4.91554e-17) (-1.79072e-13 -1.36005e-13 1.7686e-11)))
850	(((1.8736e-07 -9.31093e-10 -1.66035e-18) (1.01175e-07 -3.70888e-10 2.02458e-12)) ((1.64976e-13 2.78554e-13 4.91857e-17) (-1.75287e-13 -1.38183e-13 1.76873e-11)))
851	(((1.87318e-07 -9.27309e-10 1.2082e-17) (1.01171e-07 -3.70911e-10 1.9386e-12)) ((2.09949e-13 2.49209e-13 4.92984e-17) (-1.81653e-13 -1.3473e-13 1.76899e-11)))
852	(((1.87274e-07 -9.23194e-10 -2.69744e-18) (1.01169e-07 -3.70871e-10 2.07224e-12)) ((1.63278e-13 2.81421e-13 4.93061e-17) (-1.76076e-13 -1.3917e-13 1.76919e-11)))
853	(((1.87256e-07 -9.23511e-10 1.22964e-17) (1.01167e-07 -3.70842e-10 1.89899e-12)) ((2.06311e-13 2.47224e-13 4.93724e-17) (-1.8363e-13 -1.35126e-13 1.76921e-11)))
854	(((1.87272e-07 -9.26181e-10 -6.5332e-19) (1.01165e-07 -3.70821e-10 2.03539e-12)) ((1.69394e-13 2.82034e-13 4.92642e-17) (-1.80118e-13 -1.39502e-13 1.76896e-11)))
855	(((1.87311e-07 -9.31573e-10 9.55148e-18) (1.01162e-07 -3.7079e-10 1.93776e-12)) ((2.09335e-13 2.46707e-13 4.90971e-17) (-1.80556e-13 -1.36008e-13 1.76868e-11)))
856	(((1.87338e-07 -9.36307e-10 -1.12604e-18) (1.01159e-07 -3.70781e-10 2.05864e-12)) ((1.66725e-13 2.79655e-13 4.92308e-17) (-1.78094e-13 -1.39456e-13 1.76847e-11)))
857	(((1.87334e-07 -9.35039e-10 1.12324e-17) (1.01155e-07 -3.70799e-10 1.95679e-12)) ((2.08166e-13 2.4935e-13 4.91624e-17) (-1.81506e-13 -1.35479e-13 1.76856e-11)))
858	(((1.87298e-07 -9.28679e-10 -3.328e-18) (1.01152e-07 -3.70811e-10 2.09989e-12)) ((1.63715e-13 2.81109e-13 4.9162e-17) (-1.75301e-13 -1.39529e-13 1.76893e-11)))
859	(((1.87251e-07 -9.20734e-10 9.86756e-18) (1.01149e-07 -3.70792e-10 1.93819e-12)) ((2.10399e-13 2.49545e-13 4.93052e-17) (-1.81772e-13 -1.34702e-13 1.76922e-11)))
860	(((1.87222e-07 -9.19644e-10 -1.80361e-19) (1.01147e-07 -3.70784e-10 2.06307e-12)) ((1.68971e-13 2.80549e-13 4.92296e-17) (-1.80452e-13 -1.39103e-13 1.76934e-11)))
861	(((1.87228e-07 -9.25108e-10 9.80087e-18) (1.01145e-07 -3.70723e-10 1.98369e-12)) ((2.09817e-13 2.47577e-13 4.92434e-17) (-1.8341e-13 -1.36962e-13 1.7692e-11)))
862	(((1.87261e-07 -9.32533e-10 -3.12294e-18) (1.01143e-07 -3.707e-10 2.0068e-12)) ((1.69075e-13 2.80633e-13 4.93363e-17) (-1.81101e-13 -1.38799e-13 1.7688e-11)))
863	(((1.87297e-07 -9.37729e-10 1.0989e-17) (1.0114e-07 -3.70697e-10 1.93334e-12)) ((2.11061e-13 2.50092e-13 4.91561e-17) (-1.83723e-13 -1.35326e-13 1.76854e-11)))
864	(((1.87306e-07 -9.35238e-10 -6.13253e-18) (1.01136e-07 -3.70706e-10 2.07739e-12)) ((1.69427e-13 2.84226e-13 4.90771e-17) (-1.75371e-13 -1.39254e-13 1.7686e-11)))
865	(((1.8728e-07 -9.29153e-10 8.91932e-18) (1.01133e-07 -3.70709e-10 1.91132e-12)) ((2.12044e-13 2.49599e-13 4.91675e-17) (-1.80945e-13 -1.34438e-13 1.76879e-11)))
866	(((1.87234e-07 -9.25336e-10 -9.85892e-20) (1.0113e-07 -3.70726e-10 2.05948e-12)) ((1.64641e-13 2.80554e-13 4.92286e-17) (-1.76779e-13 -1.38582e-13 1.76908e-11)))
867	(((1.87196e-07 -9.22627e-10 9.98762e-18) (1.01127e-07 -3.70691e-10 1.9439e-12)) ((2.08181e-13 2.4719e-13 4.92622e-17) (-1.79408e-13 -1.35557e-13 1.76934e-11)))
